year,insurance_type,region,earned_premium,incurred_loss
2021,Long-term Care,Virginia,4748497,5144614
2018,Indemnity Health,Tennessee,3131237,3323889
2022,Long-term Care,Texas,7904701,8745256
2022,Dental & Vision,Maryland,3877317,3852647
2015,Critical Illness,Indiana,2244780,1626155
2022,Cancer Insurance,North Carolina,4458637,2586482
2021,Cancer Insurance,California,11744681,11014758
2023,Long-term Care,New York,10463806,11348690
2020,Indemnity Health,Illinois,6943741,6857620
2019,Indemnity Health,New Jersey,5170455,5389664
2023,Indemnity Health,New Jersey,5455206,4983271
2023,Accident Insurance,Washington,5452484,5274834
2018,Accident Insurance,North Carolina,4683836,4478465
2019,Dental & Vision,New York,8975838,7959623
2024,Accident Insurance,North Carolina,5186850,5070559
2019,Long-term Care,Virginia,4081839,4381756
2020,Accident Insurance,Massachusetts,5810619,5023366
2023,Long-term Care,Texas,8296573,7893291
2016,Indemnity Health,Michigan,4253360,4114912
2023,Cancer Insurance,Florida,9987812,8801452
2015,Accident Insurance,Virginia,3916393,2670448
2022,Dental & Vision,Illinois,4812278,4324763
2022,Dental & Vision,Washington,3623325,2628340
2016,Accident Insurance,Ohio,4158277,2707178
2020,Cancer Insurance,Florida,7250928,4362092
2018,Accident Insurance,Ohio,4222040,2946611
2018,Accident Insurance,Illinois,5359956,4253203
2015,Cancer Insurance,Virginia,4500552,3544382
2019,Accident Insurance,Washington,4358621,3880087
2017,Cancer Insurance,Ohio,5337560,4343369
2016,Accident Insurance,New Jersey,5129476,4311824
2016,Accident Insurance,Indiana,3575456,3408233
2016,Cancer Insurance,Tennessee,3695173,3356725
2022,Accident Insurance,Florida,7859265,6401808
2021,Cancer Insurance,Texas,10270201,7312914
2024,Long-term Care,New York,9854293,10169001
2018,Indemnity Health,Missouri,2482126,2124183
2017,Long-term Care,Massachusetts,5150073,5537596
2024,Critical Illness,Illinois,5486380,5022898
2023,Long-term Care,Wisconsin,3408490,3932216
2024,Accident Insurance,Missouri,3699033,3018458
2022,Dental & Vision,New York,12530240,9985831
2020,Indemnity Health,Massachusetts,4535043,5155817
2022,Indemnity Health,Washington,4254699,3710190
2023,Indemnity Health,Pennsylvania,5955585,5306712
2020,Cancer Insurance,Florida,9830801,7794629
2021,Indemnity Health,Washington,3815807,3754986
2018,Long-term Care,North Carolina,3818662,4318150
2016,Cancer Insurance,Massachusetts,4977649,2873048
2015,Indemnity Health,Indiana,2486278,2409563
2022,Cancer Insurance,New York,12245096,10752849
2021,Long-term Care,New York,10216273,12615022
2020,Long-term Care,Texas,10497103,10195374
2016,Indemnity Health,California,9315589,8907735
2020,Cancer Insurance,Wisconsin,3918387,2941674
2016,Indemnity Health,Massachusetts,4857909,4252237
2019,Critical Illness,Pennsylvania,6427064,4985490
2023,Cancer Insurance,New York,9751570,6539624
2022,Dental & Vision,Indiana,2912298,2788148
2024,Critical Illness,Massachusetts,4087221,2928845
2016,Long-term Care,Wisconsin,3782563,3089098
2018,Accident Insurance,Michigan,4278554,3417803
2017,Cancer Insurance,Virginia,4829055,2836186
2017,Accident Insurance,Illinois,7125469,5636481
2019,Long-term Care,North Carolina,4003927,4409958
2024,Indemnity Health,Texas,8481467,8110567
2016,Long-term Care,Indiana,3945901,4672547
2021,Cancer Insurance,Georgia,4046583,2375836
2020,Long-term Care,New Jersey,3999734,4393169
2018,Long-term Care,Ohio,3542861,3248553
2024,Dental & Vision,Texas,10860324,9985483
2021,Critical Illness,Indiana,3422629,1897425
2022,Indemnity Health,California,10380848,10147645
2015,Indemnity Health,Texas,8032909,6908041
2019,Critical Illness,Washington,4563248,2417095
2019,Cancer Insurance,Massachusetts,6008443,4206519
2024,Long-term Care,Texas,10552426,10135347
2023,Indemnity Health,California,11395844,12022046
2023,Dental & Vision,Florida,8708287,7886918
2023,Accident Insurance,Florida,6223052,4112279
2016,Cancer Insurance,Indiana,3316545,2176734
2017,Dental & Vision,Tennessee,4328953,3426514
2018,Accident Insurance,California,12976601,10929554
2018,Dental & Vision,Illinois,6055815,5747642
2017,Critical Illness,California,9398385,6980703
2017,Dental & Vision,Illinois,7364848,6036317
2021,Cancer Insurance,Wisconsin,3676463,2299094
2019,Cancer Insurance,California,11159232,8758572
2020,Dental & Vision,Georgia,4346174,3999887
2022,Critical Illness,Tennessee,2600571,2067603
2016,Critical Illness,Pennsylvania,5314323,3980681
2016,Dental & Vision,Florida,6951797,5648406
2020,Indemnity Health,Ohio,4185652,4403409
2016,Dental & Vision,North Carolina,4549043,3274384
2023,Critical Illness,Missouri,3549605,2653563
2022,Critical Illness,Virginia,3640563,2758082
2022,Indemnity Health,Florida,9163124,8449829
2019,Accident Insurance,New Jersey,4412572,3114074
2015,Long-term Care,Maryland,3105999,2835742
2021,Cancer Insurance,Arizona,4540474,2684174
2017,Indemnity Health,North Carolina,4516848,4648208
2016,Long-term Care,California,9481602,8118734
2023,Long-term Care,Florida,6768298,7540265
2019,Dental & Vision,Ohio,5382385,4224407
2021,Dental & Vision,Florida,7401587,7459404
2018,Long-term Care,Indiana,2215568,2183469
2018,Indemnity Health,Arizona,4483495,4459715
2016,Critical Illness,Pennsylvania,5904306,4582323
2017,Critical Illness,California,13434284,6933723
2024,Long-term Care,Maryland,3703690,4003896
2022,Dental & Vision,Washington,5154290,4425748
2020,Long-term Care,Maryland,3839477,3413324
2019,Critical Illness,North Carolina,4469632,3216314
2016,Indemnity Health,New York,11053373,10584444
2021,Accident Insurance,Illinois,7402761,6402096
2020,Critical Illness,Pennsylvania,5193320,4255620
2015,Accident Insurance,Arizona,4578907,3603039
2024,Cancer Insurance,Maryland,4084027,3042933
2018,Accident Insurance,Wisconsin,3265185,2066226
2021,Dental & Vision,California,10773849,9811408
2016,Critical Illness,Arizona,3606547,1780451
2020,Indemnity Health,Georgia,4580095,4268132
2016,Critical Illness,North Carolina,5103619,2554101
2020,Dental & Vision,Ohio,5325441,4950453
2017,Critical Illness,Massachusetts,5512717,2986514
2022,Indemnity Health,Florida,6452099,6221242
2017,Cancer Insurance,Illinois,5887268,5767660
2015,Cancer Insurance,Florida,6529285,4309431
2024,Cancer Insurance,Missouri,3503615,2843318
2017,Indemnity Health,North Carolina,5492544,5215004
2024,Cancer Insurance,Wisconsin,4265918,3815369
2015,Dental & Vision,Wisconsin,3991589,3487366
2017,Accident Insurance,Texas,10844020,8219757
2023,Cancer Insurance,Michigan,3194355,2913717
2024,Critical Illness,California,9306198,7420939
2022,Dental & Vision,Michigan,4442518,3262592
2022,Critical Illness,Pennsylvania,5353561,4460739
2018,Accident Insurance,Michigan,4440189,3365584
2020,Dental & Vision,Ohio,5442651,4556316
2019,Cancer Insurance,North Carolina,4909884,3337298
2019,Cancer Insurance,North Carolina,4597007,3237056
2018,Critical Illness,California,9582684,6906655
2024,Long-term Care,Illinois,4753621,5313322
2022,Long-term Care,Missouri,3196321,3487162
2018,Indemnity Health,Florida,7445414,5594010
2021,Critical Illness,Illinois,5875621,3405086
2024,Accident Insurance,Indiana,3085841,2031577
2024,Dental & Vision,Tennessee,3664714,2643926
2017,Dental & Vision,Ohio,5789749,4249000
2021,Dental & Vision,Illinois,6462886,5809486
2017,Long-term Care,Maryland,5086044,4701007
2024,Dental & Vision,Ohio,3934086,2950339
2024,Cancer Insurance,Indiana,3813879,3597070
2015,Accident Insurance,Texas,10059515,7038411
2020,Dental & Vision,New York,11831358,8725126
2024,Cancer Insurance,Florida,8367147,8092774
2020,Critical Illness,Washington,4413257,3080779
2016,Critical Illness,California,13376744,10941242
2023,Indemnity Health,Texas,9904110,9018409
2022,Cancer Insurance,Missouri,3040276,1883808
2022,Accident Insurance,Pennsylvania,4058200,2831587
2016,Long-term Care,Michigan,4609638,4443403
2024,Dental & Vision,New Jersey,6224112,4174151
2018,Accident Insurance,Florida,6869627,5195011
2019,Dental & Vision,Washington,4733360,3139720
2024,Long-term Care,North Carolina,3562518,3822936
2016,Critical Illness,Washington,5594777,4646192
2019,Dental & Vision,Indiana,2643096,2149608
2015,Critical Illness,Texas,10630045,8182689
2019,Indemnity Health,Wisconsin,2984438,3082921
2022,Indemnity Health,Illinois,6357513,4559877
2017,Long-term Care,Florida,8757575,8144053
2023,Indemnity Health,Washington,4627954,3976917
2019,Indemnity Health,California,13212779,11450310
2018,Cancer Insurance,Illinois,5992213,3764577
2018,Critical Illness,New York,9419016,7395544
2016,Critical Illness,Florida,9161214,5349378
2021,Cancer Insurance,Illinois,5979689,4430788
2018,Dental & Vision,Michigan,4241467,3047329
2017,Accident Insurance,Indiana,2262496,1825445
2024,Dental & Vision,Illinois,5657309,4792241
2019,Long-term Care,Massachusetts,5641816,6838994
2015,Dental & Vision,Michigan,3858032,3023495
2024,Critical Illness,Texas,8584667,6818917
2016,Dental & Vision,Massachusetts,4129771,3343496
2015,Dental & Vision,North Carolina,5023164,3522728
2024,Dental & Vision,Tennessee,4085326,3592643
2023,Accident Insurance,New Jersey,6035347,5012356
2015,Cancer Insurance,California,9631656,6202729
2018,Accident Insurance,Florida,7587343,6650238
2022,Dental & Vision,New Jersey,5840994,5263375
2017,Long-term Care,Missouri,3278216,3840685
2017,Accident Insurance,Massachusetts,5262366,4035649
2023,Dental & Vision,Missouri,3110662,2739808
2022,Indemnity Health,Georgia,4441174,4263895
2016,Cancer Insurance,Virginia,4918105,3616128
2017,Long-term Care,Georgia,4546678,4388842
2016,Indemnity Health,Michigan,3890880,3886906
2024,Indemnity Health,New Jersey,5907071,6180032
2019,Long-term Care,Tennessee,3317536,3906493
2023,Cancer Insurance,New York,9530240,5221267
2016,Indemnity Health,Florida,6907826,6716378
2019,Indemnity Health,Massachusetts,6188878,5809564
2015,Dental & Vision,Washington,5351225,4602117
2015,Accident Insurance,Texas,7864753,5040421
2015,Cancer Insurance,Texas,8590453,6652234
2018,Accident Insurance,Ohio,5111414,3569268
2018,Indemnity Health,Maryland,3838455,3110912
2016,Long-term Care,Massachusetts,4626836,5156177
2015,Indemnity Health,Georgia,4384959,4165006
2020,Dental & Vision,Maryland,4960175,3341058
2016,Critical Illness,Illinois,6196845,3726127
2015,Accident Insurance,Illinois,7067218,6461659
2021,Critical Illness,Michigan,3640372,3166746
2020,Dental & Vision,Georgia,4260420,3731742
2022,Critical Illness,Illinois,5722551,3759130
2023,Long-term Care,Maryland,3388097,3988079
2021,Critical Illness,Massachusetts,4391167,2458116
2023,Indemnity Health,New Jersey,4798716,3639926
2018,Indemnity Health,Missouri,3944362,3043453
2020,Dental & Vision,Tennessee,3723410,3419156
2018,Indemnity Health,Washington,4784168,4280330
2023,Dental & Vision,Indiana,3559484,3585441
2020,Dental & Vision,New Jersey,6059748,4368501
2022,Cancer Insurance,Michigan,3904991,3627708
2016,Dental & Vision,Georgia,3974863,3252027
2015,Cancer Insurance,Texas,8524749,7910213
2016,Dental & Vision,Texas,11228780,8556558
2019,Accident Insurance,New York,8314168,6101248
2022,Long-term Care,Pennsylvania,6672886,7772090
2015,Cancer Insurance,Indiana,3451810,2656589
2020,Cancer Insurance,Indiana,3764233,2292440
2016,Accident Insurance,North Carolina,5187556,3113152
2022,Cancer Insurance,Maryland,3063388,2873263
2017,Cancer Insurance,Massachusetts,5291318,4073646
2018,Cancer Insurance,Maryland,3256718,1868453
2019,Accident Insurance,Massachusetts,4267554,3789149
2017,Dental & Vision,Wisconsin,2664471,1741220
2020,Dental & Vision,Georgia,4954298,4833522
2018,Indemnity Health,Ohio,4173941,4178645
2020,Dental & Vision,Georgia,4046596,2956562
2016,Long-term Care,Texas,11891573,13253049
2017,Indemnity Health,Virginia,4793957,4721678
2020,Indemnity Health,California,13538407,13482325
2022,Critical Illness,Pennsylvania,5177247,4584409
2020,Dental & Vision,Illinois,5846493,5194112
2021,Dental & Vision,New Jersey,4101413,3505745
2021,Accident Insurance,Georgia,3660984,3365909
2016,Long-term Care,Wisconsin,3649681,3096763
2022,Dental & Vision,Illinois,7186963,4858200
2017,Cancer Insurance,Maryland,4093684,2432766
2023,Indemnity Health,Massachusetts,5351559,5584709
2021,Indemnity Health,Washington,3979123,3922392
2019,Long-term Care,Tennessee,2546864,2517823
2017,Cancer Insurance,Michigan,4418071,2439020
2021,Accident Insurance,California,12700695,10231441
2022,Indemnity Health,California,14751472,14906115
2024,Indemnity Health,California,12779337,13850555
2015,Long-term Care,Georgia,4260306,5027741
2017,Dental & Vision,Massachusetts,5309926,3964521
2022,Indemnity Health,Massachusetts,4613415,4503007
2016,Accident Insurance,California,10013250,7854974
2022,Cancer Insurance,Virginia,3581566,3086364
2023,Accident Insurance,New York,8797592,7009053
2016,Dental & Vision,Michigan,4344376,3738673
2018,Dental & Vision,Indiana,3164335,2805489
2022,Critical Illness,Maryland,4672180,3666921
2017,Dental & Vision,Arizona,3841088,2753366
2021,Critical Illness,New York,11064899,9011579
2019,Long-term Care,Wisconsin,2421945,2371777
2021,Indemnity Health,Pennsylvania,6221299,5616653
2024,Indemnity Health,Texas,10762071,8880154
2024,Cancer Insurance,Washington,5394397,4207181
2023,Cancer Insurance,Maryland,3102775,2724495
2019,Long-term Care,Indiana,3683823,3972454
2018,Critical Illness,Washington,5197452,2637891
2016,Critical Illness,Missouri,2824146,2120295
2024,Critical Illness,Georgia,4635960,2636925
2016,Dental & Vision,Missouri,2677356,1743240
2016,Dental & Vision,Pennsylvania,5640351,4866567
2015,Accident Insurance,Florida,9769182,7205914
2017,Dental & Vision,North Carolina,5253848,4900709
2016,Critical Illness,Virginia,3784281,2622345
2015,Long-term Care,New Jersey,5051394,5322160
2015,Critical Illness,Tennessee,3750347,2168680
2015,Dental & Vision,Tennessee,4022507,3230745
2020,Cancer Insurance,Virginia,3369274,2107387
2017,Cancer Insurance,Arizona,4246024,3500139
2022,Accident Insurance,Massachusetts,5965514,4625695
2024,Critical Illness,Pennsylvania,6090387,5243491
2023,Cancer Insurance,Missouri,3355121,3084569
2018,Dental & Vision,Virginia,3365755,2885572
2022,Dental & Vision,Arizona,2931719,2808385
2015,Accident Insurance,California,10419816,10037027
2019,Long-term Care,Wisconsin,2640108,3034344
2018,Long-term Care,Indiana,3166777,3347026
2015,Critical Illness,Missouri,2937334,1478388
2018,Accident Insurance,Florida,7685309,7547566
2022,Cancer Insurance,Illinois,6395017,3725734
2022,Accident Insurance,Tennessee,4073146,3697284
2024,Accident Insurance,Arizona,3660829,3738203
2020,Critical Illness,Texas,10956410,7312941
2015,Critical Illness,Georgia,3158357,2544061
2015,Critical Illness,Ohio,5522172,4205643
2015,Cancer Insurance,California,12091920,9759986
2018,Cancer Insurance,Ohio,4434584,4015215
2022,Indemnity Health,Georgia,3679549,3075010
2020,Critical Illness,Michigan,4555507,3639244
2016,Indemnity Health,Missouri,2603901,2280284
2017,Critical Illness,Washington,3997686,3576666
2018,Long-term Care,Tennessee,3068130,3027506
2021,Indemnity Health,Ohio,4327898,3393665
2018,Dental & Vision,New Jersey,4358850,3474257
2023,Dental & Vision,Illinois,5522044,4730317
2017,Long-term Care,Ohio,4307285,4818152
2019,Long-term Care,Maryland,4257470,3824452
2019,Critical Illness,Tennessee,3624708,2808732
2023,Cancer Insurance,Georgia,4230160,3442907
2024,Dental & Vision,Virginia,3898258,3455755
2018,Accident Insurance,Michigan,4515342,3788897
2018,Dental & Vision,Wisconsin,3577671,2471398
2019,Critical Illness,Illinois,6373302,4198332
2020,Cancer Insurance,California,14836563,14746249
2023,Accident Insurance,Pennsylvania,5374248,4353560
2015,Indemnity Health,Georgia,5249051,4023918
2016,Critical Illness,Indiana,2761062,1713457
2024,Long-term Care,Texas,9266591,9746529
2018,Accident Insurance,New Jersey,4788037,3285008
2020,Indemnity Health,North Carolina,4313727,3758359
2018,Indemnity Health,Massachusetts,3820784,4403104
2021,Cancer Insurance,Florida,6321777,5015759
2022,Long-term Care,Wisconsin,3043928,2963053
2023,Indemnity Health,Ohio,5097508,3969569
2024,Cancer Insurance,Indiana,3716986,2614141
2015,Critical Illness,North Carolina,5780293,2993039
2016,Indemnity Health,California,14255162,12990322
2024,Indemnity Health,Pennsylvania,5991046,5389347
2017,Long-term Care,North Carolina,3285142,3123502
2022,Cancer Insurance,New York,9123176,8535919
2018,Critical Illness,Maryland,4805157,2681497
2024,Accident Insurance,New Jersey,4815068,3527107
2021,Indemnity Health,Florida,8607108,8485830
